Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2020,NY,New York,Herkimer,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75,,,72.1,77.8,59937,36043,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-74.8410968 43.571009),2088
2021,NY,New York,Tompkins,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.6,6.0,105162,36109,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-76.4734835 42.4530063),2181
2021,NY,New York,Nassau,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.2,,,2.0,2.5,1390907,36059,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-73.5894144 40.7296118),2094
2021,NY,New York,Livingston,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12,,,10.0,14.4,61578,36051,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-77.778463 42.7290418),2091
2021,NY,New York,Jefferson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.6,,,6.0,7.3,116295,36045,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-76.0529678 43.996389),2089
2021,NY,New York,Columbia,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.5,,,6.6,8.6,61778,36021,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-73.6267175 42.2476964),619
2021,NY,New York,Allegany,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.4,,,81.6,87.0,46106,36003,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-78.0261531 42.2478532),2031
2020,NY,New York,Yates,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.1,,,68.9,79.0,24613,36123,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Washington,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.6,,,4.9,6.4,60956,36115,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-73.4394282 43.3123766),2184
2021,NY,New York,Dutchess,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.9,,,9.8,12.1,297112,36027,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-73.7400411 41.7547699),2040
2021,NY,New York,Orange,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,11.1,,,9.9,12.3,404525,36071,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-74.3062522 41.4024096),2134
2020,NY,New York,Oneida,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.1,,,7.7,17.1,230274,36065,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-75.4342824 43.2427273),625
2021,NY,New York,Franklin,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.5,7.1,47456,36033,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.31067 44.5943758),621
2020,NY,New York,Tompkins,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.6,,,27.0,30.3,105162,36109,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-76.4734835 42.4530063),2181
2021,NY,New York,Columbia,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4,,,3.4,4.6,61778,36021,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-73.6267175 42.2476964),619
2020,NY,New York,Sullivan,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.8,,,33.3,36.2,79806,36105,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.7715769 41.7199928),2180
2020,NY,New York,Chenango,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.7,,,73.7,79.4,46537,36017,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-75.6022407 42.4780238),2037
2021,NY,New York,Columbia,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.7,,,12.0,15.4,61778,36021,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-73.6267175 42.2476964),619
2021,NY,New York,Nassau,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.1,,,88.4,91.7,1390907,36059,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-73.5894144 40.7296118),2094
2021,NY,New York,Oswego,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.4,,,11.3,15.5,117387,36075,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-76.2092618 43.4614431),2135
2021,NY,New York,Wayne,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.9,,,73.9,79.5,90923,36117,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-77.0494024 43.2181139),631
2021,NY,New York,Putnam,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.8,,,28.7,34.9,97936,36079,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-73.7438608 41.4279067),627
2021,NY,New York,Suffolk,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.5,,,26.1,30.8,1526344,36103,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-72.6922183 40.943554),2179
2020,NY,New York,Montgomery,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.5,,,70.8,76.2,49558,36057,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-74.4353575 42.9008912),624
2021,NY,New York,Lewis,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,32.2,,,29.2,35.6,26573,36049,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-75.4441402 43.7826811),623
2021,NY,New York,Oswego,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,12,,,10.7,13.4,117387,36075,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-76.2092618 43.4614431),2135
2021,NY,New York,Tioga,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.1,,,7.9,10.5,47980,36107,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-76.2974556 42.1780565),630
2021,NY,New York,Cortland,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25.5,,,22.2,28.8,46311,36023,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-76.0762398 42.594039),620
2020,NY,New York,Wyoming,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,43,,,34.0,52.2,40491,36121,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-78.2285667 42.7013627),2186
2021,NY,New York,Oneida,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,15.5,,,13.0,18.0,230274,36065,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-75.4342824 43.2427273),625
2021,NY,New York,Putnam,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,19.7,,,16.6,23.3,97936,36079,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-73.7438608 41.4279067),627
2020,NY,New York,Orange,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,48.5,,,41.1,55.6,404525,36071,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.3062522 41.4024096),2134
2021,NY,New York,Ulster,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.7,3.8,182951,36111,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.2654582 41.9472124),2182
2021,NY,New York,Delaware,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.8,,,15.2,22.9,44378,36025,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-74.9667281 42.1939865),2039
2021,NY,New York,Schoharie,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.1,,,13.0,17.2,29863,36095,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.4381718 42.591294),629
2020,NY,New York,Richmond,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.7,,,60.6,66.5,493494,36085,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.1398995 40.5612628),2139
2020,NY,New York,Delaware,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.8,,,68.1,77.0,44378,36025,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-74.9667281 42.1939865),2039
2021,NY,New York,Oswego,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.8,,,27.0,32.7,117387,36075,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-76.2092618 43.4614431),2135
2020,NY,New York,Hamilton,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.3,,,32.4,36.1,5119,36041,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-74.5024556 43.6578786),622
2021,NY,New York,Delaware,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,5.0,6.6,44378,36025,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.9667281 42.1939865),2039
2021,NY,New York,Schenectady,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.3,,,5.4,7.2,158089,36093,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-74.0435592 42.8175516),2142
2021,NY,New York,Madison,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.6,,,6.4,8.9,67658,36053,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-75.6635749 42.9100255),2092
2021,NY,New York,Broome,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23,,,19.7,26.4,197240,36007,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-75.8302833 42.1619773),2033
2021,NY,New York,Ulster,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,12.2,,,10.1,14.3,182951,36111,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.2654582 41.9472124),2182
2021,NY,New York,Saratoga,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,27.8,,,25.0,30.6,237359,36091,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,Westchester,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,17.5,,,15.4,19.9,997895,36119,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-73.7457526 41.1526862),2185
2021,NY,New York,Chenango,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.3,,,3.6,5.0,46537,36017,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-75.6022407 42.4780238),2037
2021,NY,New York,Queens,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,11.3,,,9.9,12.7,2331143,36081,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-73.8412089 40.6546581),2137
2021,NY,New York,Essex,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,11,,,9.2,13.0,37268,36031,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-73.7784307 44.1096005),2084
2020,NY,New York,Onondaga,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,53.5,,,46.0,60.9,473236,36067,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-76.1961336 43.0065163),2132
2021,NY,New York,Schuyler,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.7,,,3.2,4.3,17752,36097,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-76.938603 42.4197755),2143
2020,NY,New York,Tompkins,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,65.9,,,62.1,69.5,105162,36109,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-76.4734835 42.4530063),2181
2020,NY,New York,Queens,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,36.6,,,32.5,40.9,2331143,36081,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-73.8412089 40.6546581),2137
2021,NY,New York,Sullivan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,37.2,,,33.0,41.2,79806,36105,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-74.7715769 41.7199928),2180
2020,NY,New York,Ontario,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.8,,,69.8,79.4,112508,36069,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-77.3034967 42.8563575),2133
2021,NY,New York,Essex,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.8,,,27.5,34.2,37268,36031,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-73.7784307 44.1096005),2084
2021,NY,New York,Niagara,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.9,,,10.6,13.3,211653,36063,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-78.8129431 43.2726719),2131
2021,NY,New York,Hamilton,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,83.1,,,79.8,86.2,5119,36041,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-74.5024556 43.6578786),622
2020,NY,New York,Montgomery,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,40.9,,,33.1,49.2,49558,36057,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-74.4353575 42.9008912),624
2021,NY,New York,St. Lawrence,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.6,10.5,108051,36089,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-75.074311 44.4881125),2140
2021,NY,New York,Montgomery,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.7,,,26.7,32.6,49558,36057,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-74.4353575 42.9008912),624
2021,NY,New York,Cayuga,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.4,,,6.4,8.5,75880,36011,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-76.5745866 43.0085456),618
2021,NY,New York,Chautauqua,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.2,4.3,126807,36013,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-79.4075949 42.3042159),2035
2021,NY,New York,Yates,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.9,,,12.8,17.0,24613,36123,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Erie,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.9,,,31.4,38.6,950683,36029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.7781922 42.752759),2041
2020,NY,New York,Chenango,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.2,,,9.3,19.9,46537,36017,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-75.6022407 42.4780238),2037
2020,NY,New York,Lewis,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.1,,,57.2,65.1,26573,36049,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-75.4441402 43.7826811),623
2020,NY,New York,Onondaga,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.7,,,6.2,14.2,473236,36067,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-76.1961336 43.0065163),2132
2021,NY,New York,Westchester,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.3,,,3.7,4.9,997895,36119,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-73.7457526 41.1526862),2185
2021,NY,New York,Montgomery,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,29.6,,,26.4,32.7,49558,36057,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.4353575 42.9008912),624
2021,NY,New York,Albany,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.7,6.8,313743,36001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-73.9740095 42.5882401),2030
2021,NY,New York,Otsego,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.6,,,7.4,10.1,58123,36077,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-75.028841 42.6297762),2136
2021,NY,New York,Genesee,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7,,,5.9,8.3,57853,36037,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-78.1927784 43.0009096),2086
2021,NY,New York,Rockland,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,77.1,,,73.6,80.1,339227,36087,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-74.0246616 41.1546276),628
2021,NY,New York,Washington,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.7,,,15.1,20.3,60956,36115,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-73.4394282 43.3123766),2184
2021,NY,New York,Sullivan,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,5.1,6.6,79806,36105,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-74.7715769 41.7199928),2180
2021,NY,New York,Ulster,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.8,,,54.4,63.1,182951,36111,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.2654582 41.9472124),2182
2021,NY,New York,Albany,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.3,,,8.1,10.7,313743,36001,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-73.9740095 42.5882401),2030
2021,NY,New York,Delaware,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.5,,,7.2,10.0,44378,36025,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-74.9667281 42.1939865),2039
2021,NY,New York,Cortland,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,24,,,20.0,27.9,46311,36023,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-76.0762398 42.594039),620
2021,NY,New York,Yates,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.1,,,6.0,10.7,24613,36123,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-77.1043238 42.638237),2225
2020,NY,New York,Dutchess,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.2,,,31.9,34.7,297112,36027,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-73.7400411 41.7547699),2040
2020,NY,New York,Schoharie,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,42.6,,,33.6,50.7,29863,36095,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-74.4381718 42.591294),629
2021,NY,New York,Otsego,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.4,,,6.4,8.3,58123,36077,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-75.028841 42.6297762),2136
2021,NY,New York,Yates,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,8.0,10.8,24613,36123,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Saratoga,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9.9,,,8.3,11.7,237359,36091,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,Cortland,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.0,46311,36023,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-76.0762398 42.594039),620
2020,NY,New York,Orange,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.7,,,63.7,69.5,404525,36071,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.3062522 41.4024096),2134
2021,NY,New York,Yates,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,25.9,,,21.7,30.1,24613,36123,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Bronx,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,16.1,,,14.5,17.7,1424948,36005,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-73.852939 40.8487111),2032
2021,NY,New York,Genesee,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.7,,,32.6,38.9,57853,36037,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-78.1927784 43.0009096),2086
2021,NY,New York,Niagara,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.2,,,6.3,8.1,211653,36063,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-78.8129431 43.2726719),2131
2021,NY,New York,Washington,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23.5,,,19.9,27.3,60956,36115,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-73.4394282 43.3123766),2184
2020,NY,New York,Schoharie,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.4,,,69.5,78.4,29863,36095,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.4381718 42.591294),629
2021,NY,New York,Seneca,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.1,,,4.3,6.1,33688,36099,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-76.827088 42.7822943),2144
2020,NY,New York,Saratoga,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.1,,,4.7,12.4,237359,36091,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-73.8553872 43.1061353),2141
2020,NY,New York,Schoharie,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,65.5,,,61.6,69.2,29863,36095,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.4381718 42.591294),629
2021,NY,New York,St. Lawrence,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6,,,5.3,6.9,108051,36089,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-75.074311 44.4881125),2140
2021,NY,New York,Westchester,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,10.6,,,8.6,13.0,997895,36119,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-73.7457526 41.1526862),2185
2021,NY,New York,Yates,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,3.8,5.5,24613,36123,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Hamilton,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.6,,,10.4,15.0,5119,36041,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-74.5024556 43.6578786),622
2021,NY,New York,Rensselaer,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.8,,,9.9,14.0,160232,36083,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-73.5138454 42.7104206),2138
2021,NY,New York,Chautauqua,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.4,,,7.9,10.9,126807,36013,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-79.4075949 42.3042159),2035
2021,NY,New York,Orange,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.3,,,75.0,81.4,404525,36071,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-74.3062522 41.4024096),2134
2020,NY,New York,Rensselaer,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.2,,,6.5,14.9,160232,36083,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-73.5138454 42.7104206),2138
2020,NY,New York,Madison,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,10.6,,,7.1,14.8,67658,36053,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-75.6635749 42.9100255),2092
